emb_type,m,n,best_C,train_acc,test_acc
skipgram,7,8,0.6951927961775606,0.9144444444444444,0.945
SVD,8,2,48.32930238571752,0.6955555555555556,0.72
cbow,8,2,1438.449888287663,0.9488888888888889,0.955
skipgram,8,2,3.79269019073225,0.9305555555555556,0.93
SVD,8,3,0.023357214690901226,0.9327777777777778,0.92
cbow,8,3,0.01,0.9438888888888889,0.92
skipgram,8,3,0.01,0.94,0.94
SVD,8,4,0.01,0.9294444444444444,0.935
cbow,8,4,0.01,0.9322222222222222,0.955
skipgram,8,4,0.01,0.9355555555555556,0.93
SVD,8,5,0.29763514416313175,0.9188888888888889,0.915
cbow,8,5,0.01,0.9322222222222222,0.92
skipgram,8,5,0.01,0.9294444444444444,0.945
SVD,8,6,0.12742749857031335,0.9255555555555556,0.92
cbow,8,6,0.023357214690901226,0.9238888888888889,0.93
skipgram,8,6,0.023357214690901226,0.9266666666666666,0.96
SVD,8,7,8.858667904100823,0.9122222222222223,0.95
cbow,8,7,0.023357214690901226,0.9211111111111111,0.935
skipgram,8,7,0.29763514416313175,0.915,0.88
SVD,8,8,8.858667904100823,0.9055555555555556,0.91
cbow,8,8,0.12742749857031335,0.9161111111111111,0.905
skipgram,8,8,8.858667904100823,0.9194444444444444,0.935
SVD,9,2,112.88378916846884,0.9011111111111111,0.905
cbow,9,2,0.023357214690901226,0.9477777777777778,0.94
skipgram,9,2,263.6650898730355,0.95,0.935
SVD,9,3,0.023357214690901226,0.9366666666666666,0.92
cbow,9,3,0.01,0.9383333333333334,0.98
skipgram,9,3,0.01,0.9388888888888889,0.92
SVD,9,4,0.023357214690901226,0.9305555555555556,0.905
cbow,9,4,0.01,0.9311111111111111,0.935
skipgram,9,4,0.01,0.9366666666666666,0.925
SVD,9,5,0.0545559478116852,0.9211111111111111,0.92
cbow,9,5,0.01,0.9338888888888889,0.955
skipgram,9,5,0.01,0.9361111111111111,0.925
SVD,9,6,0.29763514416313175,0.9155555555555556,0.94
cbow,9,6,0.12742749857031335,0.9311111111111111,0.93
skipgram,9,6,0.0545559478116852,0.9283333333333333,0.91
SVD,9,7,20.69138081114788,0.915,0.895
cbow,9,7,3.79269019073225,0.9172222222222223,0.92
skipgram,9,7,0.29763514416313175,0.9227777777777778,0.925
SVD,9,8,1438.449888287663,0.89,0.905
cbow,9,8,0.29763514416313175,0.925,0.93
skipgram,9,8,0.0545559478116852,0.9294444444444444,0.895
SVD,10,2,20.69138081114788,0.9377777777777778,0.93
cbow,10,2,0.0545559478116852,0.9461111111111111,0.95
skipgram,10,2,1.623776739188721,0.9461111111111111,0.935
SVD,10,3,0.023357214690901226,0.9344444444444444,0.925
cbow,10,3,0.01,0.9388888888888889,0.96
skipgram,10,3,0.01,0.9416666666666667,0.915
SVD,10,4,0.01,0.9355555555555556,0.895
cbow,10,4,0.01,0.9305555555555556,0.935
skipgram,10,4,0.01,0.9344444444444444,0.915
SVD,10,5,0.12742749857031335,0.9277777777777778,0.9
cbow,10,5,0.01,0.9233333333333333,0.905
skipgram,10,5,0.01,0.9283333333333333,0.915
SVD,10,6,1.623776739188721,0.9205555555555556,0.94
cbow,10,6,0.023357214690901226,0.9266666666666666,0.93
skipgram,10,6,0.023357214690901226,0.9183333333333333,0.905
SVD,10,7,615.8482110660254,0.9144444444444444,0.925
cbow,10,7,0.0545559478116852,0.9238888888888889,0.925
skipgram,10,7,0.29763514416313175,0.9172222222222223,0.92
SVD,10,8,263.6650898730355,0.9088888888888889,0.865
cbow,10,8,0.12742749857031335,0.9216666666666666,0.945
skipgram,10,8,0.6951927961775606,0.9188888888888889,0.915
SVD,11,2,3.79269019073225,0.9344444444444444,0.96
cbow,11,2,0.01,0.9438888888888889,0.93
skipgram,11,2,0.01,0.9388888888888889,0.915
SVD,11,3,0.023357214690901226,0.9372222222222222,0.91
cbow,11,3,0.01,0.9394444444444444,0.935
skipgram,11,3,0.01,0.9377777777777778,0.95
SVD,11,4,0.01,0.9383333333333334,0.935
cbow,11,4,0.01,0.9338888888888889,0.91
skipgram,11,4,0.01,0.9366666666666666,0.93
SVD,11,5,0.0545559478116852,0.9255555555555556,0.905
cbow,11,5,0.01,0.9261111111111111,0.955
skipgram,11,5,0.01,0.9294444444444444,0.94
SVD,11,6,0.6951927961775606,0.9205555555555556,0.935
cbow,11,6,0.023357214690901226,0.9227777777777778,0.925
skipgram,11,6,0.023357214690901226,0.9188888888888889,0.94
SVD,11,7,20.69138081114788,0.9177777777777778,0.89
cbow,11,7,3.79269019073225,0.9105555555555556,0.94
skipgram,11,7,0.0545559478116852,0.9244444444444444,0.92
SVD,11,8,112.88378916846884,0.9111111111111111,0.91
cbow,11,8,0.29763514416313175,0.9244444444444444,0.9
skipgram,11,8,0.12742749857031335,0.925,0.89
SVD,12,2,0.0545559478116852,0.9377777777777778,0.925
cbow,12,2,0.01,0.9366666666666666,0.935
skipgram,12,2,0.01,0.9438888888888889,0.94
SVD,12,3,0.01,0.93,0.955
cbow,12,3,0.01,0.9355555555555556,0.945
skipgram,12,3,0.01,0.9433333333333334,0.915
SVD,12,4,0.023357214690901226,0.9277777777777778,0.91
cbow,12,4,0.01,0.9327777777777778,0.905
skipgram,12,4,0.01,0.9366666666666666,0.96
SVD,12,5,0.023357214690901226,0.9283333333333333,0.9
cbow,12,5,0.01,0.9388888888888889,0.91
skipgram,12,5,0.01,0.9305555555555556,0.95
SVD,12,6,1.623776739188721,0.9161111111111111,0.87
cbow,12,6,0.023357214690901226,0.9227777777777778,0.92
skipgram,12,6,0.0545559478116852,0.9188888888888889,0.93
SVD,12,7,48.32930238571752,0.9144444444444444,0.9
cbow,12,7,0.0545559478116852,0.9222222222222223,0.95
skipgram,12,7,0.0545559478116852,0.9305555555555556,0.935
SVD,12,8,20.69138081114788,0.8911111111111111,0.92
cbow,12,8,0.6951927961775606,0.9205555555555556,0.97
skipgram,12,8,0.12742749857031335,0.9183333333333333,0.915
SVD,13,2,0.0545559478116852,0.9355555555555556,0.935
cbow,13,2,0.01,0.9388888888888889,0.95
skipgram,13,2,0.01,0.9222222222222223,0.925
SVD,13,3,0.01,0.9372222222222222,0.965
cbow,13,3,0.01,0.9355555555555556,0.94
skipgram,13,3,0.01,0.9438888888888889,0.945
SVD,13,4,0.023357214690901226,0.9277777777777778,0.935
cbow,13,4,0.01,0.9322222222222222,0.945
skipgram,13,4,0.01,0.9388888888888889,0.925
SVD,13,5,1.623776739188721,0.9177777777777778,0.925
cbow,13,5,0.01,0.9277777777777778,0.92
skipgram,13,5,0.01,0.9338888888888889,0.945
SVD,13,6,0.6951927961775606,0.9205555555555556,0.945
cbow,13,6,0.023357214690901226,0.9216666666666666,0.925
skipgram,13,6,0.12742749857031335,0.9183333333333333,0.935
SVD,13,7,20.69138081114788,0.9144444444444444,0.905
cbow,13,7,0.0545559478116852,0.925,0.945
skipgram,13,7,615.8482110660254,0.9227777777777778,0.905
SVD,13,8,7847.5997035146065,0.9083333333333333,0.895
cbow,13,8,0.6951927961775606,0.9272222222222222,0.915
skipgram,13,8,1.623776739188721,0.9144444444444444,0.945
SVD,14,2,0.0545559478116852,0.9388888888888889,0.925
cbow,14,2,0.01,0.9327777777777778,0.94
skipgram,14,2,0.01,0.9344444444444444,0.925
SVD,14,3,0.01,0.9333333333333333,0.96
cbow,14,3,0.01,0.9422222222222222,0.945
skipgram,14,3,0.01,0.9511111111111111,0.93
SVD,14,4,0.023357214690901226,0.9261111111111111,0.92
cbow,14,4,0.01,0.9333333333333333,0.955
skipgram,14,4,0.01,0.9355555555555556,0.955
SVD,14,5,0.0545559478116852,0.9244444444444444,0.93
cbow,14,5,0.01,0.9311111111111111,0.91
skipgram,14,5,0.01,0.9311111111111111,0.93
SVD,14,6,0.12742749857031335,0.9222222222222223,0.915
cbow,14,6,0.023357214690901226,0.925,0.955
skipgram,14,6,0.023357214690901226,0.9366666666666666,0.915
SVD,14,7,8.858667904100823,0.905,0.905
cbow,14,7,3.79269019073225,0.9222222222222223,0.92
skipgram,14,7,20.69138081114788,0.9188888888888889,0.91
SVD,14,8,20.69138081114788,0.9111111111111111,0.875
cbow,14,8,1.623776739188721,0.9127777777777778,0.915
skipgram,14,8,1.623776739188721,0.9177777777777778,0.945
SVD,15,2,0.0545559478116852,0.945,0.945
cbow,15,2,0.01,0.9377777777777778,0.97
skipgram,15,2,0.01,0.9372222222222222,0.915
SVD,15,3,0.0545559478116852,0.9422222222222222,0.92
cbow,15,3,0.01,0.9466666666666667,0.915
skipgram,15,3,0.01,0.9377777777777778,0.95
SVD,15,4,0.023357214690901226,0.9177777777777778,0.915
cbow,15,4,0.01,0.935,0.94
skipgram,15,4,0.01,0.9338888888888889,0.915
SVD,15,5,0.0545559478116852,0.9205555555555556,0.9
cbow,15,5,0.023357214690901226,0.925,0.925
skipgram,15,5,0.01,0.9288888888888889,0.95
SVD,15,6,1.623776739188721,0.9205555555555556,0.94
cbow,15,6,0.023357214690901226,0.9311111111111111,0.915
skipgram,15,6,0.023357214690901226,0.93,0.935
SVD,15,7,48.32930238571752,0.9122222222222223,0.92
cbow,15,7,0.12742749857031335,0.9216666666666666,0.92
skipgram,15,7,0.0545559478116852,0.9283333333333333,0.915
SVD,15,8,48.32930238571752,0.8972222222222223,0.89
cbow,15,8,0.12742749857031335,0.9294444444444444,0.915
skipgram,15,8,0.29763514416313175,0.9255555555555556,0.94
SVD,16,2,0.12742749857031335,0.9355555555555556,0.925
cbow,16,2,0.01,0.9405555555555556,0.945
skipgram,16,2,0.01,0.9361111111111111,0.945
SVD,16,3,0.01,0.9383333333333334,0.94
cbow,16,3,0.01,0.9344444444444444,0.935
skipgram,16,3,0.01,0.9394444444444444,0.925
SVD,16,4,0.023357214690901226,0.9388888888888889,0.915
cbow,16,4,0.01,0.935,0.93
skipgram,16,4,0.01,0.9322222222222222,0.945
SVD,16,5,20.69138081114788,0.9161111111111111,0.92
cbow,16,5,0.01,0.9355555555555556,0.905
skipgram,16,5,0.01,0.9305555555555556,0.91
SVD,16,6,3.79269019073225,0.9194444444444444,0.905
cbow,16,6,0.023357214690901226,0.93,0.905
skipgram,16,6,0.023357214690901226,0.9227777777777778,0.93
SVD,16,7,112.88378916846884,0.9122222222222223,0.915
cbow,16,7,0.29763514416313175,0.925,0.935
skipgram,16,7,0.0545559478116852,0.9177777777777778,0.95
SVD,16,8,263.6650898730355,0.8888888888888888,0.885
cbow,16,8,0.6951927961775606,0.9227777777777778,0.94
skipgram,16,8,0.29763514416313175,0.9222222222222223,0.92
